name,address,District Name,is_nabh_accredited,hospital_tier,google_rating,google_ratings_total,latitude,longitude,hospital_id
PHC SINGEMAI,"PHC SINGEMAI, FIROZABAD, UTTAR PRADESH",FIROZABAD,False,B,3.9,370,27.1941954,78.4604956,1910
CHC BHAMOURA,"CHC BHAMOURA, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.0,256,27.5026747,80.8335139,1911
PHC TIKRI,"PHC TIKRI, GONDA, UTTAR PRADESH",GONDA,False,C,3.7,274,27.1103723,81.9238906,1912
Phc Bugrasi,"Phc Bugrasi, BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,B,4.2,425,28.3874073,77.9743805,1913
PHC NEWASI,"PHC NEWASI, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,B,4.2,177,27.7343823,81.47654,1914
PHC Padhera,"PHC Padhera, BAREILLY, UTTAR PRADESH",BAREILLY,False,B,4.1,96,28.4582344,79.4047452,1915
Phc Sega Jagatpur,"Phc Sega Jagatpur, BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,B,4.1,78,28.3874073,77.9743805,1916
PHC MIDHAKUR,"PHC MIDHAKUR, AGRA, UTTAR PRADESH",AGRA,False,B,3.9,419,27.1752554,78.0098161,1917
PHC KHAIRA BAZAR,"PHC KHAIRA BAZAR, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,B,3.9,216,27.7343823,81.47654,1918
UPHC Motinagar,"UPHC Motinagar, UNNAO, UTTAR PRADESH",UNNAO,False,B,4.1,240,26.5673264,80.6198193,1919
Phc Sarai Chabila ,"Phc Sarai Chabila , BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,C,3.5,246,28.3874073,77.9743805,1920
PHC Dalelnagar,"PHC Dalelnagar, BAREILLY, UTTAR PRADESH",BAREILLY,False,C,3.8,461,28.4582344,79.4047452,1921
PHC Visheshpur,"PHC Visheshpur, BAREILLY, UTTAR PRADESH",BAREILLY,False,C,3.8,244,28.4582344,79.4047452,1922
UPHC Purani Bazar,"UPHC Purani Bazar, UNNAO, UTTAR PRADESH",UNNAO,False,B,3.9,463,26.5673264,80.6198193,1923
phc komari,"phc komari, HATHRAS, UTTAR PRADESH",HATHRAS,False,C,3.7,114,27.5724324,78.1116209,1924
Phc Waira Firozpur,"Phc Waira Firozpur, BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,B,3.9,274,28.3874073,77.9743805,1925
PHC MAHNAURA SANDANA,"PHC MAHNAURA SANDANA, UNNAO, UTTAR PRADESH",UNNAO,False,B,4.0,55,26.5673264,80.6198193,1926
PHC Sikanderpur Sirausi,"PHC Sikanderpur Sirausi, UNNAO, UTTAR PRADESH",UNNAO,False,C,3.7,277,26.5673264,80.6198193,1927
phc rasulabad bajhera,"phc rasulabad bajhera, FIROZABAD, UTTAR PRADESH",FIROZABAD,False,B,4.0,88,27.1941954,78.4604956,1928
PHC MAVAI BRAHMAN ,"PHC MAVAI BRAHMAN , UNNAO, UTTAR PRADESH",UNNAO,False,C,3.6,253,26.5673264,80.6198193,1929
PHC FATEHGANJ GHURGHURI TALAB ,"PHC FATEHGANJ GHURGHURI TALAB , LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,3.9,194,26.8381,80.9346001,1930
PHC Mundakheri,"PHC Mundakheri, MORADABAD, UTTAR PRADESH",MORADABAD,False,C,3.6,363,28.8796553,78.8095335,1931
PHC Nanhuwala,"PHC Nanhuwala, MORADABAD, UTTAR PRADESH",MORADABAD,False,C,3.5,395,28.8796553,78.8095335,1932
PHC Naveni Gaddi,"PHC Naveni Gaddi, MORADABAD, UTTAR PRADESH",MORADABAD,False,C,3.7,302,28.8796553,78.8095335,1933
PHC Niwar Khas,"PHC Niwar Khas, MORADABAD, UTTAR PRADESH",MORADABAD,False,B,4.0,347,28.8796553,78.8095335,1934
PHC Pipalsana,"PHC Pipalsana, MORADABAD, UTTAR PRADESH",MORADABAD,False,B,4.1,465,28.8796553,78.8095335,1935
PHC Aliyabad,"PHC Aliyabad, BARABANKI, UTTAR PRADESH",BARABANKI,False,B,3.9,422,26.9421406,81.3856087,1936
PHC KASER KALAN,"PHC KASER KALAN, BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,C,3.7,361,28.1969597,78.3033746,1937
PHC Poore Noti Taila,"PHC Poore Noti Taila, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,C,3.7,116,25.75,81.75,1938
PHC KIRTANPUR,"PHC KIRTANPUR, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,B,4.1,113,27.7343823,81.47654,1939
PHC PAKADI GONDA,"PHC PAKADI GONDA, GONDA, UTTAR PRADESH",GONDA,False,B,4.2,438,27.1103723,81.9238906,1940
phc sundar nagar,"phc sundar nagar, SHAHJAHANPUR, UTTAR PRADESH",SHAHJAHANPUR,False,C,3.5,219,27.9128583,79.7476254,1941
PHC MOHAN ,"PHC MOHAN , UNNAO, UTTAR PRADESH",UNNAO,False,C,3.7,481,26.5673264,80.6198193,1942
UPHC JATAN,"UPHC JATAN, BIJNOR, UTTAR PRADESH",BIJNOR,False,B,4.0,427,29.4074203,78.4821406,1943
TYORASI,"TYORASI, GONDA, UTTAR PRADESH",GONDA,False,C,3.8,308,27.1103723,81.9238906,1944
PHC Mamura,"PHC Mamura, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",GAUTAM BUDDHA NAGAR,False,C,3.7,103,28.5895831,77.3871884,1945
PHC BANGAI GONDA,"PHC BANGAI GONDA, GONDA, UTTAR PRADESH",GONDA,False,B,4.3,439,27.1103723,81.9238906,1946
PHC BAROLA,"PHC BAROLA, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",GAUTAM BUDDHA NAGAR,False,B,4.2,173,28.5673056,77.3722585,1947
uphc nai bazar bhadohi,"uphc nai bazar bhadohi, BHADOHI, UTTAR PRADESH",BHADOHI,False,C,3.7,55,25.424304,82.4883923,1948
PHC DUJANA,"PHC DUJANA, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",GAUTAM BUDDHA NAGAR,False,C,3.6,454,28.368716,77.5970121,1949
PHC BHAURIGANJ GONDA,"PHC BHAURIGANJ GONDA, GONDA, UTTAR PRADESH",GONDA,False,B,3.9,381,27.1103723,81.9238906,1950
PHC MAKODA,"PHC MAKODA, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",GAUTAM BUDDHA NAGAR,False,B,4.0,278,28.504694,77.5448024,1951
PHC THAPKERA,"PHC THAPKERA, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",GAUTAM BUDDHA NAGAR,False,C,3.8,413,28.368716,77.5970121,1952
PHC ORHAR ,"PHC ORHAR , UNNAO, UTTAR PRADESH",UNNAO,False,C,3.7,66,26.5673264,80.6198193,1953
PHC Arro,"PHC Arro, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.2,111,25.75,81.75,1954
nawada darobast,"nawada darobast, SHAHJAHANPUR, UTTAR PRADESH",SHAHJAHANPUR,False,C,3.7,224,27.9128583,79.7476254,1955
PHC SADASHIV GONDA ,"PHC SADASHIV GONDA , GONDA, UTTAR PRADESH",GONDA,False,B,3.9,110,27.1103723,81.9238906,1956
Phc kakor,"Phc kakor, BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,B,4.3,287,28.3874073,77.9743805,1957
PHC RUPAIDEEH GONDA,"PHC RUPAIDEEH GONDA, GONDA, UTTAR PRADESH",GONDA,False,B,4.0,107,27.3750376,81.9923253,1958
PHC RAMGADHI,"PHC RAMGADHI, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,B,3.9,355,27.7343823,81.47654,1959
P H C PIPARI GONDA,"P H C PIPARI GONDA, GONDA, UTTAR PRADESH",GONDA,False,B,3.9,488,27.1103723,81.9238906,1960
phc Rustamghar ugiya,"phc Rustamghar ugiya, Sambhal, UTTAR PRADESH",Sambhal,False,B,4.2,206,28.4271927,78.5564546,1961
PHC Badagaon,"PHC Badagaon, FATEHPUR, UTTAR PRADESH",FATEHPUR,False,C,3.7,235,25.8348023,80.9154547,1962
PHC PUREBAHORI GONDA,"PHC PUREBAHORI GONDA, GONDA, UTTAR PRADESH",GONDA,False,B,4.0,196,27.1103723,81.9238906,1963
PHC BABAGANJ ,"PHC BABAGANJ , GONDA, UTTAR PRADESH",GONDA,False,B,3.9,420,27.1103723,81.9238906,1964
PHC Brahmpur,"PHC Brahmpur, GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,C,3.5,295,26.6677977,83.3642334,1965
phc basai kazi,"phc basai kazi, HATHRAS, UTTAR PRADESH",HATHRAS,False,C,3.8,159,27.5724324,78.1116209,1966
PHC DHORAU HIMMATPUR,"PHC DHORAU HIMMATPUR, FIROZABAD, UTTAR PRADESH",FIROZABAD,False,B,4.1,305,27.1941954,78.4604956,1967
PHC BHEERA,"PHC BHEERA, KHERI, UTTAR PRADESH",KHERI,False,B,3.9,200,28.116667,80.716667,1968
CHC JASALA,"CHC JASALA, SHAMLI, UTTAR PRADESH",SHAMLI,False,C,3.7,77,29.4811507,77.2901344,1969
NPHC KOKHRAJ,"NPHC KOKHRAJ, KAUSHAMBI, UTTAR PRADESH",KAUSHAMBI,False,C,3.6,243,25.5342456,81.4493567,1970
PHC HATHCHHOYA,"PHC HATHCHHOYA, SHAMLI, UTTAR PRADESH",SHAMLI,False,C,3.8,269,29.4811507,77.2901344,1971
PHC CHAUSANA,"PHC CHAUSANA, SHAMLI, UTTAR PRADESH",SHAMLI,False,B,3.9,457,29.4811507,77.2901344,1972
PHC MALPURA,"PHC MALPURA, AGRA, UTTAR PRADESH",AGRA,False,B,4.1,162,27.1752554,78.0098161,1973
phc aihar,"phc aihar, FAIZABAD, UTTAR PRADESH",FAIZABAD,False,C,3.7,489,26.714281,81.79939,1974
PHC GANGERU,"PHC GANGERU, SHAMLI, UTTAR PRADESH",SHAMLI,False,B,4.0,323,29.4811507,77.2901344,1975
PHC JAINGARA,"PHC JAINGARA, AGRA, UTTAR PRADESH",AGRA,False,B,3.9,155,27.0799036,77.8078647,1976
PHC DAKHINARA,"PHC DAKHINARA, FIROZABAD, UTTAR PRADESH",FIROZABAD,False,B,4.0,373,27.1941954,78.4604956,1977
MADANA PHC,"MADANA PHC, FAIZABAD, UTTAR PRADESH",FAIZABAD,False,B,4.0,333,26.7807986,82.1486589,1978
phc narauli,"phc narauli, FAIZABAD, UTTAR PRADESH",FAIZABAD,False,B,4.1,417,26.7807986,82.1486589,1979
PHC BAHRAULI,"PHC BAHRAULI, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.1,154,26.8381,80.9346001,1980
phc Hatipur Kurriya,"phc Hatipur Kurriya, SHAHJAHANPUR, UTTAR PRADESH",SHAHJAHANPUR,False,C,3.6,465,27.9128583,79.7476254,1981
PHC PADRIKALA ,"PHC PADRIKALA , UNNAO, UTTAR PRADESH",UNNAO,False,B,4.1,160,26.5673264,80.6198193,1982
PHC BHANUPURA,"PHC BHANUPURA, FIROZABAD, UTTAR PRADESH",FIROZABAD,False,C,3.6,170,27.1941954,78.4604956,1983
PHC PASA KHEDA ,"PHC PASA KHEDA , UNNAO, UTTAR PRADESH",UNNAO,False,C,3.7,344,26.5673264,80.6198193,1984
DEVIDASPUR PHC,"DEVIDASPUR PHC, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,B,4.1,395,27.7343823,81.47654,1985
PHC Tofapur,"PHC Tofapur, MEERUT, UTTAR PRADESH",MEERUT,False,B,4.2,316,29.0018557,77.7679671,1986
phc suruwa misirpur,"phc suruwa misirpur, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,C,3.5,436,25.75,81.75,1987
MAHILA HOSPITA JARWAL KASBA,"MAHILA HOSPITA JARWAL KASBA, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,B,4.1,280,27.7343823,81.47654,1988
JARWAL ROAD PHC,"JARWAL ROAD PHC, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,B,4.0,475,27.7343823,81.47654,1989
CHAHLAR PHC,"CHAHLAR PHC, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,B,4.1,443,27.7343823,81.47654,1990
PHC SIKANDERPUR KARAN ,"PHC SIKANDERPUR KARAN , UNNAO, UTTAR PRADESH",UNNAO,False,C,3.8,337,26.5673264,80.6198193,1991
PHC RAM NAGAR KHAJURI PAYAGPUR,"PHC RAM NAGAR KHAJURI PAYAGPUR, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,C,3.8,446,27.7343823,81.47654,1992
PHC Bichola,"PHC Bichola, AGRA, UTTAR PRADESH",AGRA,False,B,4.1,480,27.1752554,78.0098161,1993
PHC SUJAULI,"PHC SUJAULI, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,C,3.7,129,27.7343823,81.47654,1994
phc muda savaran,"phc muda savaran, KHERI, UTTAR PRADESH",KHERI,False,C,3.7,285,28.116667,80.716667,1995
phc padariya,"phc padariya, KHERI, UTTAR PRADESH",KHERI,False,C,3.8,191,28.116667,80.716667,1996
PHC KHEDA DEVIDAS,"PHC KHEDA DEVIDAS, AGRA, UTTAR PRADESH",AGRA,False,B,3.9,50,27.1752554,78.0098161,1997
PHC Fatehganj East,"PHC Fatehganj East, BAREILLY, UTTAR PRADESH",BAREILLY,False,C,3.8,373,28.4582344,79.4047452,1998
PHCSURAR,"PHCSURAR, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.1,242,26.4410107,80.2652803,1999
PHC MOTIPUR,"PHC MOTIPUR, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,B,4.2,182,27.7343823,81.47654,2000
PHC Karampur,"PHC Karampur, Kasganj, UTTAR PRADESH",Kasganj,False,B,3.9,88,27.7090665,78.8946462,2001
UPHC Purana Asptal,"UPHC Purana Asptal, PILIBHIT, UTTAR PRADESH",PILIBHIT,False,C,3.8,414,28.4947158,80.1076122,2002
PHC SANDANA,"PHC SANDANA, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.7,94,27.3202703,80.6243424,2003
PHC Angrasi,"PHC Angrasi, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.1,180,27.5026747,80.8335139,2004
PHC Rikhauna,"PHC Rikhauna, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.1,436,27.5026747,80.8335139,2005
PHC Khajuha,"PHC Khajuha, FATEHPUR, UTTAR PRADESH",FATEHPUR,False,C,3.8,165,26.0520419,80.5221489,2006
PHC Baherwa,"PHC Baherwa, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,3.9,95,27.5026747,80.8335139,2007
phcbithoor,"phcbithoor, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.0,481,26.4410107,80.2652803,2008
PHC saraiyasani,"PHC saraiyasani, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.0,362,27.5026747,80.8335139,2009
PHC BILARIYA,"PHC BILARIYA, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.6,289,27.5026747,80.8335139,2010
PHC SIKANDARPUR AKBARPUR,"PHC SIKANDARPUR AKBARPUR, AMBEDKAR NAGAR, UTTAR PRADESH",AMBEDKAR NAGAR,False,B,4.0,174,26.4045941,82.6065154,2011
PHC Nawamehmudpur,"PHC Nawamehmudpur, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.0,308,27.5026747,80.8335139,2012
PHC Jageshwar Ganj,"PHC Jageshwar Ganj, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,3.9,461,25.75,81.75,2013
PHC BAMHERA,"PHC BAMHERA, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,3.9,494,27.5026747,80.8335139,2014
PHC LAULI,"PHC LAULI, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.0,171,27.5026747,80.8335139,2015
PHC CHANDPUR,"PHC CHANDPUR, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.6,275,27.5026747,80.8335139,2016
PHC Churkhi,"PHC Churkhi, JALAUN, UTTAR PRADESH",JALAUN,False,C,3.5,87,26.154298,79.5130965,2017
BIBIPUR PHC,"BIBIPUR PHC, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.0,318,26.0085089,80.1201877,2018
PHC SIRKIDA,"PHC SIRKIDA, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.3,180,27.5026747,80.8335139,2019
PHC Poorab Gaanv,"PHC Poorab Gaanv, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,C,3.7,139,25.75,81.75,2020
PHC CHATURAIYA,"PHC CHATURAIYA, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.2,165,27.7790227,80.5289496,2021
PHC Nagla Ameer,"PHC Nagla Ameer, Kasganj, UTTAR PRADESH",Kasganj,False,B,4.2,67,27.5682229,79.1279152,2022
phc khurwal,"phc khurwal, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.2,472,27.5026747,80.8335139,2023
PHC BILANDPUR,"PHC BILANDPUR, SHAHJAHANPUR, UTTAR PRADESH",SHAHJAHANPUR,False,B,4.1,304,27.9128583,79.7476254,2024
PHC NERI KALAN,"PHC NERI KALAN, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.8,485,27.6025856,80.5985704,2025
PHC Sathnibala Kheda,"PHC Sathnibala Kheda, UNNAO, UTTAR PRADESH",UNNAO,False,C,3.7,59,26.5673264,80.6198193,2026
PHC Takharau,"PHC Takharau, MAINPURI, UTTAR PRADESH",MAINPURI,False,C,3.5,319,27.2093072,79.0625369,2027
PHC Khatauli,"PHC Khatauli, FATEHPUR, UTTAR PRADESH",FATEHPUR,False,B,4.1,89,25.8348023,80.9154547,2028
PHC REWAN,"PHC REWAN, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.2,426,27.5026747,80.8335139,2029
phc karha,"phc karha, MAU, UTTAR PRADESH",MAU,False,C,3.5,379,26.0390904,83.4985846,2030
PHC Baliyaa,"PHC Baliyaa, BAREILLY, UTTAR PRADESH",BAREILLY,False,B,4.0,285,28.4582344,79.4047452,2031
PHC TEJGARH,"PHC TEJGARH, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,C,3.5,381,25.75,81.75,2032
PHC ARMI,"PHC ARMI, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.2,493,27.5026747,80.8335139,2033
phc shamserganj ,"phc shamserganj , MAINPURI, UTTAR PRADESH",MAINPURI,False,C,3.6,62,27.2093072,79.0625369,2034
PHC Pandri,"PHC Pandri, PILIBHIT, UTTAR PRADESH",PILIBHIT,False,B,4.3,286,28.4947158,80.1076122,2035
PHC Manikapur,"PHC Manikapur, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.7,466,27.5026747,80.8335139,2036
PHC NEWADA,"PHC NEWADA, BAHRAICH, UTTAR PRADESH",BAHRAICH,False,C,3.6,175,27.7343823,81.47654,2037
Phc Vilori,"Phc Vilori, BAREILLY, UTTAR PRADESH",BAREILLY,False,B,4.2,240,28.4582344,79.4047452,2038
PHC GAZIPUR,"PHC GAZIPUR, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.1,424,27.5026747,80.8335139,2039
PHC TANORA NOORPUR,"PHC TANORA NOORPUR, AGRA, UTTAR PRADESH",AGRA,False,C,3.7,447,27.1752554,78.0098161,2040
haribaba bandh,"haribaba bandh, Sambhal, UTTAR PRADESH",Sambhal,False,B,3.9,70,28.4271927,78.5564546,2041
PHC Mahua,"PHC Mahua, BANDA, UTTAR PRADESH",BANDA,False,C,3.7,170,25.3978148,80.4255532,2042
PHC guladiya bhindara,"PHC guladiya bhindara, PILIBHIT, UTTAR PRADESH",PILIBHIT,False,B,4.2,425,28.4947158,80.1076122,2043
UPHC KIRATPUR,"UPHC KIRATPUR, BIJNOR, UTTAR PRADESH",BIJNOR,False,C,3.6,239,29.4074203,78.4821406,2044
Nagina lal sarai,"Nagina lal sarai, BIJNOR, UTTAR PRADESH",BIJNOR,False,C,3.8,103,29.4074203,78.4821406,2045
PHC Katra Gulab Singh,"PHC Katra Gulab Singh, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.1,309,25.75,81.75,2046
PHC Kanjaura,"PHC Kanjaura, UNNAO, UTTAR PRADESH",UNNAO,False,B,4.0,84,26.5673264,80.6198193,2047
PHC Moti Pura,"PHC Moti Pura, BAREILLY, UTTAR PRADESH",BAREILLY,False,B,4.2,381,28.4582344,79.4047452,2048
PHC Mawai,"PHC Mawai, FATEHPUR, UTTAR PRADESH",FATEHPUR,False,C,3.7,444,25.8348023,80.9154547,2049
PHC VISHWANATH GANJ,"PHC VISHWANATH GANJ, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,C,3.7,90,26.4499,80.3319,2050
Phc Behma,"Phc Behma, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.8,228,27.5026747,80.8335139,2051
UPHC BHOGAON,"UPHC BHOGAON, MAINPURI, UTTAR PRADESH",MAINPURI,False,C,3.8,361,27.2093072,79.0625369,2052
PHC Jagatpur,"PHC Jagatpur, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,C,3.7,403,25.75,81.75,2053
PHC AASHAYAS ,"PHC AASHAYAS , UNNAO, UTTAR PRADESH",UNNAO,False,B,4.2,377,26.5673264,80.6198193,2054
UPHC NAGINA,"UPHC NAGINA, BIJNOR, UTTAR PRADESH",BIJNOR,False,C,3.8,124,29.4074203,78.4821406,2055
PHC MASKANWA GONDA,"PHC MASKANWA GONDA, GONDA, UTTAR PRADESH",GONDA,False,B,4.0,259,27.0034622,82.3517548,2056
chc sikandrarao,"chc sikandrarao, HATHRAS, UTTAR PRADESH",HATHRAS,False,B,4.1,258,27.5724324,78.1116209,2057
PHC KURRA CHITTARPUR,"PHC KURRA CHITTARPUR, AGRA, UTTAR PRADESH",AGRA,False,B,3.9,406,27.1752554,78.0098161,2058
PHC Latifpur,"PHC Latifpur, FATEHPUR, UTTAR PRADESH",FATEHPUR,False,B,4.0,155,25.8348023,80.9154547,2059
chc sikandrarao,"chc sikandrarao, HATHRAS, UTTAR PRADESH",HATHRAS,False,C,3.7,167,27.5724324,78.1116209,2060
phc kandera,"phc kandera, Bagpat, UTTAR PRADESH",Bagpat,False,B,4.2,420,28.9672601,77.6647822,2061
PHC Khurhand,"PHC Khurhand, BANDA, UTTAR PRADESH",BANDA,False,B,4.0,303,25.3708658,80.4622874,2062
PHC MANJHANPUR,"PHC MANJHANPUR, KAUSHAMBI, UTTAR PRADESH",KAUSHAMBI,False,B,3.9,384,25.4607897,81.2795544,2063
phc paintepur,"phc paintepur, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.7,366,27.5026747,80.8335139,2064
phc kachla,"phc kachla, BUDAUN, UTTAR PRADESH",BUDAUN,False,B,4.1,401,28.0367001,79.1234,2065
PHC AKBARPUR,"PHC AKBARPUR, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.3,373,27.5026747,80.8335139,2066
PHC KAGARAUL,"PHC KAGARAUL, AGRA, UTTAR PRADESH",AGRA,False,B,3.9,477,27.1752554,78.0098161,2067
PHC BEEHATGAUR,"PHC BEEHATGAUR, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.2,292,27.5026747,80.8335139,2068
PHC SARENDHI,"PHC SARENDHI, AGRA, UTTAR PRADESH",AGRA,False,C,3.7,246,27.1752554,78.0098161,2069
PHC NAGLA TIKAIT,"PHC NAGLA TIKAIT, FIROZABAD, UTTAR PRADESH",FIROZABAD,False,B,4.2,456,27.1941954,78.4604956,2070
UPHC NAJIBABAD,"UPHC NAJIBABAD, BIJNOR, UTTAR PRADESH",BIJNOR,False,B,4.3,66,29.6089715,78.3416457,2071
PHC KERTU,"PHC KERTU, SHAMLI, UTTAR PRADESH",SHAMLI,False,C,3.8,303,29.5704407,77.1582712,2072
PHC BARAIJALALPUR,"PHC BARAIJALALPUR, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.7,444,27.5325021,80.5841468,2073
PHC MIRZAPUR,"PHC MIRZAPUR, SHAHJAHANPUR, UTTAR PRADESH",SHAHJAHANPUR,False,C,3.5,395,27.6725531,79.5462808,2074
PHC BANBOI,"PHC BANBOI, BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,B,3.9,347,28.3874073,77.9743805,2075
phc shekhupur,"phc shekhupur, BUDAUN, UTTAR PRADESH",BUDAUN,False,B,4.3,427,28.0367001,79.1234,2076
PHC Araul,"PHC Araul, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.0,148,26.4410107,80.2652803,2077
PHC PAHLAPUR,"PHC PAHLAPUR, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.6,485,27.5026747,80.8335139,2078
PHC GOPALPUR,"PHC GOPALPUR, SHAHJAHANPUR, UTTAR PRADESH",SHAHJAHANPUR,False,B,4.0,359,27.9128583,79.7476254,2079
PHC KAKRAHI,"PHC KAKRAHI, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.6,214,27.5026747,80.8335139,2080
phc tikra,"phc tikra, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.6,103,27.5026747,80.8335139,2081
PHC Poore Dhanau,"PHC Poore Dhanau, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.2,93,25.75,81.75,2082
PHC DAULATPUR ,"PHC DAULATPUR , PILIBHIT, UTTAR PRADESH",PILIBHIT,False,B,4.1,101,28.4454177,79.8710903,2083
SHERPUR KURRIA,"SHERPUR KURRIA, SHAHJAHANPUR, UTTAR PRADESH",SHAHJAHANPUR,False,B,4.1,406,27.9128583,79.7476254,2084
PHC Manpur Hari,"PHC Manpur Hari, MAINPURI, UTTAR PRADESH",MAINPURI,False,C,3.8,346,27.2093072,79.0625369,2085
PHC Mubarakpur,"PHC Mubarakpur, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.2,134,25.75,81.75,2086
PHC SAKRAN,"PHC SAKRAN, SITAPUR, UTTAR PRADESH",SITAPUR,False,C,3.7,303,27.5026747,80.8335139,2087
BARAMAI KHERA,"BARAMAI KHERA, BUDAUN, UTTAR PRADESH",BUDAUN,False,C,3.7,282,28.0367001,79.1234,2088
PHC KALANJARI,"PHC KALANJARI, MEERUT, UTTAR PRADESH",MEERUT,False,B,4.2,176,29.0018557,77.7679671,2089
PHC JOSHI TOLA,"PHC JOSHI TOLA, PILIBHIT, UTTAR PRADESH",PILIBHIT,False,C,3.6,357,28.4947158,80.1076122,2090
phc butla,"phc butla, BUDAUN, UTTAR PRADESH",BUDAUN,False,C,3.6,374,28.0367001,79.1234,2091
PHC BADHYA CHOWCK,"PHC BADHYA CHOWCK, GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,B,4.1,340,26.6677977,83.3642334,2092
phc godaicha,"phc godaicha, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.2,296,27.5026747,80.8335139,2093
PHC RAMKOT,"PHC RAMKOT, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.0,468,27.5325021,80.5841468,2094
PHC SUHAS ,"PHC SUHAS , PILIBHIT, UTTAR PRADESH",PILIBHIT,False,B,4.2,397,28.4947158,80.1076122,2095
PHC INDRAULI,"PHC INDRAULI, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.1,493,27.5026747,80.8335139,2096
phc kishunpur,"phc kishunpur, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,3.9,454,27.5026747,80.8335139,2097
PHC SELUMAU,"PHC SELUMAU, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.0,397,27.5026747,80.8335139,2098
