name,address,District Name,is_nabh_accredited,hospital_tier,google_rating,google_ratings_total,latitude,longitude,hospital_id
Shivalik Medical Centre Pvt Ltd,"Shivalik Medical Centre Pvt Ltd, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",GAUTAM BUDDHA NAGAR,True,A,4.2,181,28.368716,77.5970121,1
LNM RAILWAY HOSPITAL GORAKHPUR,"LNM RAILWAY HOSPITAL GORAKHPUR, GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,C,3.7,441,26.6677977,83.3642334,2
ESIC HOSPITAL VARANASI,"ESIC HOSPITAL VARANASI, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.8,317,25.3356491,83.0076292,3
esic hospital jajmau kanpur,"esic hospital jajmau kanpur, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,3.9,461,26.4410107,80.2652803,4
50 BEDDED CH. CRPF. RAMPUR,"50 BEDDED CH. CRPF. RAMPUR, RAMPUR, UTTAR PRADESH",RAMPUR,False,B,4.2,245,28.7934728,79.1845806,5
JEEVAN JYOTI HOSPITAL,"JEEVAN JYOTI HOSPITAL, Raebareli, UTTAR PRADESH",Raebareli,True,A,4.7,54,26.2086768,81.2186298,6
NTPC HOSPITAL TANDA,"NTPC HOSPITAL TANDA, AMBEDKAR NAGAR, UTTAR PRADESH",AMBEDKAR NAGAR,False,C,3.8,196,26.4045941,82.6065154,7
Dhanwantari Hospital NTPC Rihand,"Dhanwantari Hospital NTPC Rihand, SONBHADRA, UTTAR PRADESH",SONBHADRA,False,B,3.9,438,24.4148159,83.0637517,8
BHEL JHANSI HOSPITAL,"BHEL JHANSI HOSPITAL, JHANSI, UTTAR PRADESH",JHANSI,False,C,3.7,353,25.529855,78.6527802,9
SUB DIVISIONAL RAILWAY HOSPITAL TUNDLA,"SUB DIVISIONAL RAILWAY HOSPITAL TUNDLA, FIROZABAD, UTTAR PRADESH",FIROZABAD,False,B,3.9,134,27.1941954,78.4604956,10
N.E. Railway Divisional Hospital,"N.E. Railway Divisional Hospital, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.6,292,25.3356491,83.0076292,11
Divisional Railway Hospital Moradabad ,"Divisional Railway Hospital Moradabad , MORADABAD, UTTAR PRADESH",MORADABAD,False,C,3.7,206,28.8796553,78.8095335,12
SUB DIVISIONAL RAILWAY HOSPITAL GONDA,"SUB DIVISIONAL RAILWAY HOSPITAL GONDA, GONDA, UTTAR PRADESH",GONDA,False,C,3.8,449,27.1103723,81.9238906,13
Divisional railway hospital,"Divisional railway hospital, BAREILLY, UTTAR PRADESH",BAREILLY,False,C,3.7,418,28.4582344,79.4047452,14
Divisional Railway Hospital DDU,"Divisional Railway Hospital DDU, CHANDAULI, UTTAR PRADESH",CHANDAULI,False,B,4.1,95,25.125695,83.2494601,15
Divisional Railway Hospital,"Divisional Railway Hospital, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.2,428,26.821399,80.9241858,16
LUCKNOW NORTHERN RAILWAY DIVISIONAL HOSPITAL,"LUCKNOW NORTHERN RAILWAY DIVISIONAL HOSPITAL, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.0,405,26.8381,80.9346001,17
UCHC INDIRA NAGAR LUCKNOW,"UCHC INDIRA NAGAR LUCKNOW, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.3,121,26.8381,80.9346001,18
UCHC ALIGANJ,"UCHC ALIGANJ, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.2,430,26.8879162,80.9369498,19
URBAN COMMUNITY HEALTH CENTER NAWAL KISHOR ROAD HAZRATGANJ LUCKNOW,"URBAN COMMUNITY HEALTH CENTER NAWAL KISHOR ROAD HAZRATGANJ LUCKNOW, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.0,90,26.8381,80.9346001,20
UCHC CHANDARNAGAR ALAMBAGH LUCKNOW ,"UCHC CHANDARNAGAR ALAMBAGH LUCKNOW , LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.2,91,26.8381,80.9346001,21
CHC FAREEDPUR,"CHC FAREEDPUR, BAREILLY, UTTAR PRADESH",BAREILLY,False,C,3.8,257,28.2033439,79.5407528,22
CHC MALL,"CHC MALL, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.0,377,27.0215987,80.7416736,23
BRD HOSPITAL MAHANAGAR LUCKNOW,"BRD HOSPITAL MAHANAGAR LUCKNOW, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.7,352,26.8381,80.9346001,24
VEERANGANA AVANTI BAI MAHIL HOSPITAL LUCKNOW 226018,"VEERANGANA AVANTI BAI MAHIL HOSPITAL LUCKNOW 226018, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.7,309,26.8381,80.9346001,25
DISTT MMG HOSPITAL GHAZIABAD,"DISTT MMG HOSPITAL GHAZIABAD, GHAZIABAD, UTTAR PRADESH",GHAZIABAD,False,B,4.1,101,28.7749966,77.4586967,26
community helth center,"community helth center, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,3.9,492,26.8381,80.9346001,27
chc mohanlalganj,"chc mohanlalganj, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.8,396,26.6858776,80.9820928,28
rani laxmi bai combiend hospital rajajipuram lucknow,"rani laxmi bai combiend hospital rajajipuram lucknow, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.1,121,26.8381,80.9346001,29
URSALA HORSMAN MEMORIAL DISTRICT MALE HOSPITAL,"URSALA HORSMAN MEMORIAL DISTRICT MALE HOSPITAL, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.7,288,26.4410107,80.2652803,30
AHM DUFFERIN FEMALE HOSPITAL,"AHM DUFFERIN FEMALE HOSPITAL, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.3,427,26.4410107,80.2652803,31
Dr Shyama Prasad Mukherjee Hospital,"Dr Shyama Prasad Mukherjee Hospital, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.0,413,26.8446682,80.9489809,32
Community Health Centre Gosaiganj,"Community Health Centre Gosaiganj, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.5,387,26.8381,80.9346001,33
CHC MURADNAGAR,"CHC MURADNAGAR, GHAZIABAD, UTTAR PRADESH",GHAZIABAD,False,B,4.0,348,28.7713445,77.513281,34
URBAN COMMUNITY CENTRE ,"URBAN COMMUNITY CENTRE , LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.5,360,26.8381,80.9346001,35
URBAN COMMUNITY CENTRE TURIYAGANJ,"URBAN COMMUNITY CENTRE TURIYAGANJ, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.5,109,26.8381,80.9346001,36
UCHC SILVER JUBLEE,"UCHC SILVER JUBLEE, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.3,82,26.8381,80.9346001,37
URBAN COMMUNITY  HEALTH CENTRE AISHBAGH ,"URBAN COMMUNITY  HEALTH CENTRE AISHBAGH , LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,3.9,258,26.8381,80.9346001,38
Dr Ram Manohar Lohiya Male Hospital Farrukhabad,"Dr Ram Manohar Lohiya Male Hospital Farrukhabad, FARRUKHABAD, UTTAR PRADESH",FARRUKHABAD,False,C,3.8,54,27.3796119,79.6022585,39
Ram Manohar Lohia Combined Hospital,"Ram Manohar Lohia Combined Hospital, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,4.3,227,26.8692816,81.0017519,40
CHC MOHAMMDABAD,"CHC MOHAMMDABAD, FARRUKHABAD, UTTAR PRADESH",FARRUKHABAD,False,C,3.8,351,27.4362002,79.4894778,41
DISTRICT COMBINED HOSPITAL,"DISTRICT COMBINED HOSPITAL, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",GAUTAM BUDDHA NAGAR,False,B,4.1,109,28.368716,77.5970121,42
TB Hospital Thakurganj Lucknow,"TB Hospital Thakurganj Lucknow, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.6,117,26.8381,80.9346001,43
Dr Ram Manohar Lohiya Female Hospital Farrukhabad,"Dr Ram Manohar Lohiya Female Hospital Farrukhabad, FARRUKHABAD, UTTAR PRADESH",FARRUKHABAD,False,B,3.9,211,27.4362002,79.4894778,44
CIVIL HOSPITAL LINJIGANJ FARRUKHABAD,"CIVIL HOSPITAL LINJIGANJ FARRUKHABAD, FARRUKHABAD, UTTAR PRADESH",FARRUKHABAD,False,B,4.0,299,27.4362002,79.4894778,45
District Hospital,"District Hospital, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.2,451,27.5711997,80.6761895,46
District Women Hospital,"District Women Hospital, SITAPUR, UTTAR PRADESH",SITAPUR,False,B,4.1,233,27.5026747,80.8335139,47
COMBINED DISTRICT HOSPITAL SANT KABIR NAGAR,"COMBINED DISTRICT HOSPITAL SANT KABIR NAGAR, Sant Kabir Nagar, UTTAR PRADESH",Sant Kabir Nagar,False,B,4.2,386,26.755082,83.0398545,48
DISTRICT WOMEN HOSPITAL ETAWAH,"DISTRICT WOMEN HOSPITAL ETAWAH, ETAWAH, UTTAR PRADESH",ETAWAH,False,C,3.8,282,26.7879984,79.0061831,49
CHC BHARTHANA,"CHC BHARTHANA, ETAWAH, UTTAR PRADESH",ETAWAH,False,C,3.7,50,26.6212543,79.2308617,50
LOK BANDHU RAJNARAYAN COMBINED HOSPITAL,"LOK BANDHU RAJNARAYAN COMBINED HOSPITAL, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,3.9,170,26.8381,80.9346001,51
MANYVAR KANSHIRAM COMBINED HOSPITAL AND TRAUMA CENTER,"MANYVAR KANSHIRAM COMBINED HOSPITAL AND TRAUMA CENTER, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,3.9,369,26.4410107,80.2652803,52
Balrampur Hospital Lucknow,"Balrampur Hospital Lucknow, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.8,442,26.8568042,80.9265762,53
Cummunity heath center Jaswantnagar,"Cummunity heath center Jaswantnagar, ETAWAH, UTTAR PRADESH",ETAWAH,False,C,3.7,489,26.7155629,79.0917098,54
Veerangana Jhalkari Bai Women Hospital,"Veerangana Jhalkari Bai Women Hospital, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,B,3.9,190,26.8381,80.9346001,55
District Women Hospital ,"District Women Hospital , MEERUT, UTTAR PRADESH",MEERUT,False,B,3.9,338,28.9832691,77.701102,56
100 Beded Combined Hospital Chhibramau Kannauj,"100 Beded Combined Hospital Chhibramau Kannauj, KANNAUJ, UTTAR PRADESH",KANNAUJ,False,C,3.5,231,26.9986675,79.6927946,57
COMBINED DISTRICT HOSPITAL KANNAUJ,"COMBINED DISTRICT HOSPITAL KANNAUJ, KANNAUJ, UTTAR PRADESH",KANNAUJ,False,C,3.7,351,26.9986675,79.6927946,58
district hospital male agra,"district hospital male agra, AGRA, UTTAR PRADESH",AGRA,False,B,4.0,81,27.1752554,78.0098161,59
District Male Hospital Mahoba,"District Male Hospital Mahoba, MAHOBA, UTTAR PRADESH",MAHOBA,False,B,4.2,422,25.3615938,79.706011,60
DISTRICT WOMEN HOSPITAL,"DISTRICT WOMEN HOSPITAL, HATHRAS, UTTAR PRADESH",HATHRAS,False,C,3.8,192,27.5724324,78.1116209,61
BAGLA JOINT DISTRICT HOSPITAL,"BAGLA JOINT DISTRICT HOSPITAL, HATHRAS, UTTAR PRADESH",HATHRAS,False,B,3.9,309,27.5724324,78.1116209,62
DIVISIONAL DISTRICT HOSPITAL AZAMGARH,"DIVISIONAL DISTRICT HOSPITAL AZAMGARH, AZAMGARH, UTTAR PRADESH",AZAMGARH,False,C,3.7,203,26.023639,83.0293105,63
District Women Hospital Azamgarh,"District Women Hospital Azamgarh, AZAMGARH, UTTAR PRADESH",AZAMGARH,False,B,4.0,134,26.023639,83.0293105,64
District Female Hospital,"District Female Hospital, MAHOBA, UTTAR PRADESH",MAHOBA,False,B,4.1,380,25.3615938,79.706011,65
CHC RATH,"CHC RATH, HAMIRPUR, UTTAR PRADESH",HAMIRPUR,False,C,3.8,75,25.5966524,79.5768386,66
District Hospital Pilibhit,"District Hospital Pilibhit, PILIBHIT, UTTAR PRADESH",PILIBHIT,False,B,4.1,449,28.6305382,79.8163741,67
Community health centre choubeypur,"Community health centre choubeypur, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.6,116,26.4410107,80.2652803,68
PHC Mandhata,"PHC Mandhata, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,3.9,139,25.75,81.75,69
CHC KALYANPUR,"CHC KALYANPUR, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,C,3.7,483,26.4982894,80.2381258,70
CHC BAGHRAI,"CHC BAGHRAI, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.3,254,25.7594181,81.7012299,71
CHC SARSAUL,"CHC SARSAUL, KANPUR NAGAR, UTTAR PRADESH",KANPUR NAGAR,False,B,4.3,286,26.2938312,80.4829238,72
DISTRICT WOMEN HOSPITAL,"DISTRICT WOMEN HOSPITAL, PILIBHIT, UTTAR PRADESH",PILIBHIT,False,C,3.8,472,28.4947158,80.1076122,73
DISTRICT WOMEN HOSPITAL,"DISTRICT WOMEN HOSPITAL, AGRA, UTTAR PRADESH",AGRA,False,B,4.0,155,27.1752554,78.0098161,74
Community Health Center Sarila,"Community Health Center Sarila, HAMIRPUR, UTTAR PRADESH",HAMIRPUR,False,B,4.0,345,25.75,80.0,75
CHC LALGANJ,"CHC LALGANJ, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.0,154,26.0445446,81.6663457,76
CHC Belkharnath,"CHC Belkharnath, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.1,157,25.9131674,82.0966016,77
CHC MUSKARA,"CHC MUSKARA, HAMIRPUR, UTTAR PRADESH",HAMIRPUR,False,B,4.2,241,25.4050569,79.745927,78
CHC Gaura,"CHC Gaura, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.0,356,25.75,81.75,79
chc sangramgarh,"chc sangramgarh, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.2,406,25.8584777,81.5005141,80
chc raniganj,"chc raniganj, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.0,305,25.9651033,82.0364168,81
CHC DADRI,"CHC DADRI, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",GAUTAM BUDDHA NAGAR,False,B,4.2,247,28.5527395,77.5567509,82
CHC AMARGARH,"CHC AMARGARH, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,3.9,477,25.75,81.75,83
Distt Hospital Male Hamirpur,"Distt Hospital Male Hamirpur, HAMIRPUR, UTTAR PRADESH",HAMIRPUR,False,C,3.8,82,25.75,80.0,84
PHC BABAGANJ,"PHC BABAGANJ, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,3.9,480,27.9677977,81.5594088,85
chc sangipur,"chc sangipur, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.0,316,26.0445446,81.6663457,86
chc sandwa chandrika ,"chc sandwa chandrika , PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,C,3.8,199,26.0405171,81.8846163,87
CHC KURARA,"CHC KURARA, HAMIRPUR, UTTAR PRADESH",HAMIRPUR,False,B,4.1,413,25.75,80.0,88
DISTRICT HOSPITAL MALE KHERI,"DISTRICT HOSPITAL MALE KHERI, KHERI, UTTAR PRADESH",KHERI,False,B,4.2,71,27.9459502,80.7837984,89
CHC KOHUNDOUR,"CHC KOHUNDOUR, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.0,303,25.75,81.75,90
RBMS DISTRICT HOSPITAL RAEBARELI,"RBMS DISTRICT HOSPITAL RAEBARELI, Raebareli, UTTAR PRADESH",Raebareli,False,B,4.3,133,26.2086768,81.2186298,91
  PANDIT DEEN DAYAL UPADHYAY DISTRICT MALE  HOSPITAL MORADABAD,"  PANDIT DEEN DAYAL UPADHYAY DISTRICT MALE  HOSPITAL MORADABAD, MORADABAD, UTTAR PRADESH",MORADABAD,False,B,4.3,202,28.8796553,78.8095335,92
CHC NAURANGA,"CHC NAURANGA, HAMIRPUR, UTTAR PRADESH",HAMIRPUR,False,B,4.2,313,25.6301089,79.4587255,93
PHC LAXMANPUR,"PHC LAXMANPUR, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.2,272,25.8890222,81.755775,94
CHC SIRATHU,"CHC SIRATHU, KAUSHAMBI, UTTAR PRADESH",KAUSHAMBI,False,C,3.8,235,25.5342456,81.4493567,95
District Combined Hospital ,"District Combined Hospital , Amethi, UTTAR PRADESH",Amethi,False,C,3.6,473,26.346274,81.6252039,96
Community Health Centre BANGRA ,"Community Health Centre BANGRA , JHANSI, UTTAR PRADESH",JHANSI,False,C,3.8,325,25.529855,78.6527802,97
DISTRICT WOMEN HOSPITAL HAMIRPUR,"DISTRICT WOMEN HOSPITAL HAMIRPUR, HAMIRPUR, UTTAR PRADESH",HAMIRPUR,False,B,4.1,172,25.9572127,80.1446414,98
chc kunda,"chc kunda, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,B,4.0,229,25.7200996,81.5167826,99
CHC PATTI,"CHC PATTI, PRATAPGARH, UTTAR PRADESH",PRATAPGARH,False,C,3.5,71,25.9202872,82.2018126,100
CHC SHAMLI,"CHC SHAMLI, SHAMLI, UTTAR PRADESH",SHAMLI,False,B,4.2,304,29.553511,77.3948206,101
DISTRICT MALE HOSPITAL HARDOI,"DISTRICT MALE HOSPITAL HARDOI, HARDOI, UTTAR PRADESH",HARDOI,False,B,4.3,273,27.3959911,80.1344597,102
District  Women Hospital Deoria ,"District  Women Hospital Deoria , DEORIA, UTTAR PRADESH",DEORIA,False,C,3.7,448,26.4239911,83.7638578,103
CHC Bamaur,"CHC Bamaur, JHANSI, UTTAR PRADESH",JHANSI,False,C,3.8,421,25.7104925,79.1673584,104
CHC BADAGAON,"CHC BADAGAON, JHANSI, UTTAR PRADESH",JHANSI,False,B,3.9,293,25.529855,78.6527802,105
MANYAWAR KANSHIRAM JOINT HOSPITAL MALE LALITPUR ,"MANYAWAR KANSHIRAM JOINT HOSPITAL MALE LALITPUR , LALITPUR, UTTAR PRADESH",LALITPUR,False,C,3.7,313,24.6999688,78.51862,106
community health center moth,"community health center moth, JHANSI, UTTAR PRADESH",JHANSI,False,B,4.0,258,25.529855,78.6527802,107
CHC Chirgaon,"CHC Chirgaon, JHANSI, UTTAR PRADESH",JHANSI,False,B,4.2,421,25.529855,78.6527802,108
Chc gursarai,"Chc gursarai, JHANSI, UTTAR PRADESH",JHANSI,False,C,3.6,322,25.7104925,79.1673584,109
Community Health Centre BABINA,"Community Health Centre BABINA, JHANSI, UTTAR PRADESH",JHANSI,False,C,3.7,420,25.529855,78.6527802,110
District Female Hospital Hardoi,"District Female Hospital Hardoi, HARDOI, UTTAR PRADESH",HARDOI,False,B,4.1,238,27.3369978,80.0998232,111
Community Health center Mauranipur,"Community Health center Mauranipur, JHANSI, UTTAR PRADESH",JHANSI,False,B,4.3,394,25.529855,78.6527802,112
CHC KANAILI ,"CHC KANAILI , KAUSHAMBI, UTTAR PRADESH",KAUSHAMBI,False,B,3.9,129,25.5342456,81.4493567,113
Combined District Hospital,"Combined District Hospital, KAUSHAMBI, UTTAR PRADESH",KAUSHAMBI,False,C,3.6,248,25.5304164,81.3755597,114
DISTRICT WOMEN HOSPITAL,"DISTRICT WOMEN HOSPITAL, JHANSI, UTTAR PRADESH",JHANSI,False,B,3.9,340,25.4593621,78.5777123,115
CHC Charthawal,"CHC Charthawal, MUZAFFARNAGAR, UTTAR PRADESH",MUZAFFARNAGAR,False,C,3.8,350,29.4496978,77.7429333,116
CHC BIRDHA,"CHC BIRDHA, LALITPUR, UTTAR PRADESH",LALITPUR,False,C,3.8,127,24.6999688,78.51862,117
CHC JANSATH,"CHC JANSATH, MUZAFFARNAGAR, UTTAR PRADESH",MUZAFFARNAGAR,False,C,3.7,436,29.3291901,77.8543514,118
CHC TALBEHAT,"CHC TALBEHAT, LALITPUR, UTTAR PRADESH",LALITPUR,False,B,4.2,480,25.0346999,78.4277848,119
CHC ITAUNJA,"CHC ITAUNJA, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.5,332,27.0823908,80.8924104,120
DISTRICT HOSPITAL,"DISTRICT HOSPITAL, JALAUN, UTTAR PRADESH",JALAUN,False,C,3.7,381,25.9895975,79.4541114,121
CHC LALGANJ,"CHC LALGANJ, Raebareli, UTTAR PRADESH",Raebareli,False,C,3.8,489,26.1747931,80.9691796,122
community health centre chinhat lucknow,"community health centre chinhat lucknow, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.7,172,26.8623116,81.0382891,123
District Woman Hospital Muzaffarnagar,"District Woman Hospital Muzaffarnagar, MUZAFFARNAGAR, UTTAR PRADESH",MUZAFFARNAGAR,False,B,4.0,485,29.4496978,77.7429333,124
District Female Hospital kheri ,"District Female Hospital kheri , KHERI, UTTAR PRADESH",KHERI,False,C,3.6,251,28.116667,80.716667,125
CHC MAHRONI,"CHC MAHRONI, LALITPUR, UTTAR PRADESH",LALITPUR,False,B,4.3,365,24.3719958,78.7919236,126
chcbar,"chcbar, LALITPUR, UTTAR PRADESH",LALITPUR,False,B,4.3,375,24.6999688,78.51862,127
District Female Hospital Lalitpur,"District Female Hospital Lalitpur, LALITPUR, UTTAR PRADESH",LALITPUR,False,C,3.6,287,24.6999688,78.51862,128
CHC MALIHABAD,"CHC MALIHABAD, LUCKNOW, UTTAR PRADESH",LUCKNOW,False,C,3.5,51,27.0215987,80.7416736,129
district women hospital,"district women hospital, Raebareli, UTTAR PRADESH",Raebareli,False,B,4.2,94,26.221947,81.2372392,130
District Male Hospital Sultanpur,"District Male Hospital Sultanpur, SULTANPUR, UTTAR PRADESH",SULTANPUR,False,C,3.8,290,26.2604732,82.2380532,131
District Women Hospital,"District Women Hospital, GHAZIABAD, UTTAR PRADESH",GHAZIABAD,False,C,3.6,294,28.6614276,77.4222234,132
DR B R AMBEDKAR COMBINED HOSPITAL MALE ETAWAH,"DR B R AMBEDKAR COMBINED HOSPITAL MALE ETAWAH, ETAWAH, UTTAR PRADESH",ETAWAH,False,B,3.9,477,26.4499,80.3319,133
CHC KAIRANA,"CHC KAIRANA, SHAMLI, UTTAR PRADESH",SHAMLI,False,B,3.9,403,29.4016981,77.2092667,134
PHc Meghakheri,"PHc Meghakheri, MUZAFFARNAGAR, UTTAR PRADESH",MUZAFFARNAGAR,False,B,4.1,239,29.4496978,77.7429333,135
PHC MORNA,"PHC MORNA, MUZAFFARNAGAR, UTTAR PRADESH",MUZAFFARNAGAR,False,C,3.8,408,29.4699196,77.9445849,136
CHC KANDHLA,"CHC KANDHLA, SHAMLI, UTTAR PRADESH",SHAMLI,False,B,4.1,217,29.3248915,77.2649615,137
CHC Binauli,"CHC Binauli, Bagpat, UTTAR PRADESH",Bagpat,False,B,4.0,84,28.9672601,77.6647822,138
CHC BHANGEL,"CHC BHANGEL, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",GAUTAM BUDDHA NAGAR,False,B,4.1,153,28.368716,77.5970121,139
 CHC GANGOH," CHC GANGOH, SAHARANPUR, UTTAR PRADESH",SAHARANPUR,False,B,4.0,491,29.7932123,77.2651237,140
Community Health Center Baghpat,"Community Health Center Baghpat, Bagpat, UTTAR PRADESH",Bagpat,False,C,3.6,130,28.9672601,77.6647822,141
 CHC DEOBAND," CHC DEOBAND, SAHARANPUR, UTTAR PRADESH",SAHARANPUR,False,C,3.7,372,29.6838316,77.6727726,142
CHC FATEHPUR,"CHC FATEHPUR, SAHARANPUR, UTTAR PRADESH",SAHARANPUR,False,B,4.0,200,30.0426283,77.7610293,143
SBD DISTRICT MALE  HOSPITAL ,"SBD DISTRICT MALE  HOSPITAL , SAHARANPUR, UTTAR PRADESH",SAHARANPUR,False,B,3.9,412,29.9856799,77.5040646,144
District Women Hospital Saharanpur,"District Women Hospital Saharanpur, SAHARANPUR, UTTAR PRADESH",SAHARANPUR,False,B,4.3,283,29.9556689,77.5596489,145
SMMH MEDICAL COLLEGE SAHARANPUR,"SMMH MEDICAL COLLEGE SAHARANPUR, SAHARANPUR, UTTAR PRADESH",SAHARANPUR,False,B,4.2,466,29.9856799,77.5040646,146
NETAJI SUBHASH CHANDRA BOSE DISTRICT HOSPITAL ,"NETAJI SUBHASH CHANDRA BOSE DISTRICT HOSPITAL , GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,B,3.9,408,26.7478068,83.3657035,147
DISTRICT COMBINED HOSPITAL BAGHPAT,"DISTRICT COMBINED HOSPITAL BAGHPAT, Bagpat, UTTAR PRADESH",Bagpat,False,B,4.1,336,28.9672601,77.6647822,148
KMC DISTRICT WOOMEN HOSPITAL BULANDSHAHR,"KMC DISTRICT WOOMEN HOSPITAL BULANDSHAHR, BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,C,3.8,304,28.3874073,77.9743805,149
Community Health Centre Baraut,"Community Health Centre Baraut, Bagpat, UTTAR PRADESH",Bagpat,False,C,3.6,78,28.9672601,77.6647822,150
BABU BANARSI DAS GOVT HOSPITAL,"BABU BANARSI DAS GOVT HOSPITAL, BULANDSHAHR, UTTAR PRADESH",BULANDSHAHR,False,B,4.1,241,28.3874073,77.9743805,151
amer shahid umanath singh district male hospital,"amer shahid umanath singh district male hospital, JAUNPUR, UTTAR PRADESH",JAUNPUR,False,B,4.3,395,25.7967065,82.4888992,152
District Women Hospital,"District Women Hospital, GORAKHPUR, UTTAR PRADESH",GORAKHPUR,False,C,3.8,483,26.7494212,83.3665766,153
CHC SARAI AKIL,"CHC SARAI AKIL, KAUSHAMBI, UTTAR PRADESH",KAUSHAMBI,False,B,4.2,94,25.3703666,81.6028706,154
Shri Shiv Prasad Gupt division distric hospital kabir chaura,"Shri Shiv Prasad Gupt division distric hospital kabir chaura, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.6,368,25.3356491,83.0076292,155
pandit deen dayal upadhyay rajkiy chikitsalaya varanasi,"pandit deen dayal upadhyay rajkiy chikitsalaya varanasi, VARANASI, UTTAR PRADESH",VARANASI,False,C,3.8,494,25.3356491,83.0076292,156
COMBINE DISTRICT HOSPITAL BALRAMPUR,"COMBINE DISTRICT HOSPITAL BALRAMPUR, BALRAMPUR, UTTAR PRADESH",BALRAMPUR,False,C,3.8,229,27.4476988,82.3956245,157
District Women Hospital ,"District Women Hospital , JALAUN, UTTAR PRADESH",JALAUN,False,C,3.5,438,26.1048633,79.3919136,158
CHC Dhampur,"CHC Dhampur, BIJNOR, UTTAR PRADESH",BIJNOR,False,B,4.2,263,29.3067589,78.499487,159
COMBINED DISTRICT HOSPITAL ,"COMBINED DISTRICT HOSPITAL , Shrawasti, UTTAR PRADESH",Shrawasti,False,B,4.2,490,26.4499,80.3319,160
CHC THAKURDWARA,"CHC THAKURDWARA, MORADABAD, UTTAR PRADESH",MORADABAD,False,C,3.7,170,29.1903186,78.8570631,161
Autonomous State Medical College Society & Associeted Hospital Ayodhya,"Autonomous State Medical College Society & Associeted Hospital Ayodhya, FAIZABAD, UTTAR PRADESH",FAIZABAD,False,B,4.3,414,26.7807986,82.1486589,162
TEJ BHADUR SAPRU HOSPITAL ALLAHABAD,"TEJ BHADUR SAPRU HOSPITAL ALLAHABAD, ALLAHABAD, UTTAR PRADESH",ALLAHABAD,False,B,3.9,277,25.4381302,81.8338005,163
